Player,Team,Position,DRS,INF GB Runs,GB Chances,DP Runs (Start),DP Runs (Pivot),IFFB Runs,Bunt Runs,OF Flyball Runs,FB Chances,OF Arm Runs,Framing Runs Saved,Pitches Framed,Blocking Runs,Stolen Base Runs,Pickoff Runs,Throwing Runs,Hometown,Age,Height,Weight,Class,Jersey,newestTeamName,newestTeamAbbrevName,newestTeamLocation,newestTeamLevel
Jace Martinez,Sam Houston State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/sam-houston-st.svg,CF,-0.43,-,0,-,-,-,-,-0.43,6,-,-,,-,-,-,-,"Baytown, TX, US",21,"6' 0""",160,JR,8,Sam Houston State University,SHSU,Sam Houston State,BBC
Hunter Small,Indiana State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-st.svg,P,-0.43,0.08,1,-,-,-,-0.50,-,0,-,-,,-,-,-,-,"Owensboro, KY, US",0,"6' 3""",228,SR,24,Indiana State University,INST,Indiana State,BBC
Lewis Rodriguez,St. John's|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-johns-ny.svg,CF,-0.43,-,0,-,-,-,-,-0.43,9,-,-,,-,-,-,-,"Garnerville, NY, US",22,"5' 10""",170,JR,6,St. John's University (NY),SJU,St. John's,BBC
Dayson Griffis,Georgia Southern|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ga-southern.svg,P,-0.43,-,0,-,-,-,-0.43,-,0,-,-,,-,-,-,-,"Baxley, GA, US",0,"6' 0""",205,FR,0,Georgia Southern University,GASO,Georgia Southern,BBC
Keondre Fields,Alabama A&M|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/alabama-am.svg,RF,-0.43,-,0,-,-,-,-,-0.43,23,-,-,,-,-,-,-,"Pascagoula, MS, US",0,"6' 0""",205,JR,14,Alabama A&M University,AAMU,Alabama A&M,BBC
Richie Paltridge,Siena|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/siena.svg,P,-0.43,-0.43,3,-,-,-,-,-,0,-,-,,-,-,-,-,"Montgomery, NY, US",23,"6' 2""",220,R-SR,34,Siena College,SIE,Siena,BBC
Griffin Almond,Youngstown State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/youngstown-st.svg,P,-0.43,-,0,-,-,-,-0.43,-,0,-,-,,-,-,-,-,"Thornbury, Ontario, CAN",24,"6' 5""",230,GRAD,36,Youngstown State University,YSU,Youngstown State,BBC
Cole Schiff,Bryant|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bryant.svg,P,-0.43,0.13,2,-,-,-,-0.56,-,0,-,-,,-,-,-,-,"Wake Forest, NC, US",0,"6' 4""",0,GRAD,40,Bryant University,BRY,Bryant,BBC
Aidan McAskie,Pittsburgh|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pittsburgh.svg,1B,-0.43,0.44,1,-,-,-0.87,-,-,0,-,-,,-,-,-,-,"Toronto, Alberta, CAN",23,"6' 4""",215,GRAD,9,University of Pittsburgh,PITT,Pittsburgh,BBC
Tracen Cameron,Florida International|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fiu.svg,SS,-0.43,-0.42,3,-0.01,-,-,-,-,0,-,-,,-,-,-,-,"Vero Beach, FL, US",21,"5' 11""",188,R-SO,2,Florida International University,FIU,Florida International,BBC
Jackson Beaman,Missouri State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/missouri-st.svg,LF,-0.43,-,0,-,-,-,-,-0.43,10,-,-,,-,-,-,-,"Lincoln, MO, US",24,"6' 1""",230,SR,31,Missouri State University,MOSU,Missouri State,BBC
Jackson Woolwine,William & Mary|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/william-mary.svg,CF,-0.43,-,0,-,-,-,-,-0.43,10,-,-,,-,-,-,-,"Boulder, CO, US",0,"5' 9""",170,GRAD,1,College of William & Mary,WM,William & Mary,BBC
Ben Williams,Boston College|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/boston-college.svg,RF,-0.43,-,0,-,-,-,-,-0.43,15,-,-,,-,-,-,-,"Hanover, NH, US",0,"6' 0""",190,SO,19,Boston College,BC,Boston College,BBC
Conner Griffin,Binghamton|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/binghamton.svg,P,-0.43,0.19,3,0.00,-,-,-0.63,-,0,-,-,,-,-,-,-,"Clarks Summit, PA, US",21,"6' 5""",205,JR,9,Binghamton University,BING,Binghamton,BBC
Jackson Landry,UL Monroe|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-monroe.svg,RF,-0.43,-,0,-,-,-,-,-0.43,3,-,-,,-,-,-,-,"Donaldsonville, LA, US",20,"6' 6""",220,SO,34,University of Louisiana at Monroe,ULM,UL Monroe,BBC
Tristan Crane,Eastern Michigan|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-mich.svg,C,-0.43,-,0,-,0.12,-,-,-,0,-,-0.21,28,-0.40,0.06,0.00,0.06,"Berkley, MI, US",0,"5' 11""",181,SO,24,Eastern Michigan University,EMU,Eastern Michigan,BBC
Connor Grotyohann,Rhode Island|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/rhode-island.svg,LF,-0.43,-,0,-,-,-,-,-0.43,12,-,-,,-,-,-,-,"Stockholm, NJ, US",23,"6' 4""",230,R-JR,21,University of Rhode Island,URI,Rhode Island,BBC
Jordan Kahn,Georgetown|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgetown.svg,RF,-0.43,-,0,-,-,-,-,-0.43,22,-,-,,-,-,-,-,"Orlando, FL, US",0,"5' 11""",0,SR,12,Georgetown University,GTWN,Georgetown,BBC
Luis Pimentel-Guerrero,Sacramento State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/sacramento-st.svg,RF,-0.43,-,0,-,-,-,-,-0.43,10,-,-,,-,-,-,-,"Burlington, Ontario, CAN",22,"5' 9""",180,SR,3,Sacramento State University,SAC,Sacramento State,BBC
Hunter Miller,Southern Indiana|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-ind.svg,LF,-0.43,-,0,-,-,-,-,-1.67,75,1.25,-,,-,-,-,-,"Fort Pierce, FL, US",22,"6' 0""",190,SR,10,University of Southern Indiana,SIND,Southern Indiana,BBC
Cameron Spezia,Oakland|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oakland.svg,CF,-0.43,-,0,-,-,-,-,-0.43,6,-,-,,-,-,-,-,"China Township, MI, US",0,"5' 9""",190,FR,7,Oakland University,OAK,Oakland,BBC
Alex Sobol,UNC Wilmington|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/unc-wilmington.svg,P,-0.43,0.32,2,-,-,-,-0.74,-,0,-,-,,-,-,-,-,"Waxhaw, NC, US",0,"6' 5""",220,SO,27,UNC Wilmington,UNCW,UNC Wilmington,BBC
Taison Miller,CSU Bakersfield|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bakersfield.svg,LF,-0.43,-,0,-,-,-,-,-0.43,1,-,-,,-,-,-,-,"Long Beach, CA, US",0,"0' 0""",0,FR,13,CSU Bakersfield,CSB,CSU Bakersfield,BBC
Jack Molini,Le Moyne|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/le-moyne.svg,P,-0.43,0.02,3,-,-,-0.41,-0.03,-,0,-,-,,-,-,-,-,"Mastic, NY, US",0,"6' 4""",225,FR,34,Le Moyne College,LMC,Le Moyne,BBC
Cort MacDonald,Stanford|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/stanford.svg,CF,-0.43,-,0,-,-,-,-,-0.43,84,-,-,,-,-,-,-,"Arlington, TX, US",22,"6' 1""",192,SR,22,Stanford University,STAN,Stanford,BBC
William Parker,Army|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/army.svg,RF,-0.43,-,0,-,-,-,-,-0.43,16,-,-,,-,-,-,-,"Hopedale, MA, US",0,"6' 1""",185,SR,26,Army West Point,ARMY,Army,BBC
Noah Cassie,Texas A&M-Corpus Christi|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/am-corpus-chris.svg,RF,-0.43,-,0,-,-,-,-,-0.80,17,0.36,-,,-,-,-,-,"Vancouver, British Columbia, CAN",0,"6' 2""",210,JR,17,Texas A&M-Corpus Christi,AMCC,Texas A&M-Corpus Christi,BBC
Nick DiRito,Appalachian State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/appalachian-st.svg,P,-0.44,0.20,5,-0.02,-,-,-0.63,-,0,-,-,,-,-,-,-,"Plymouth, MA, US",23,"6' 2""",210,R-JR,28,Appalachian State University,APP,Appalachian State,BBC
Edward Yamin IV,LSU|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lsu.svg,LF,-0.44,-,0,-,-,-,-,-0.44,13,-,-,,-,-,-,-,,,,,,,,,,
Landen Duprey,Le Moyne|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/le-moyne.svg,1B,-0.44,-0.41,5,-0.01,-0.03,-,-,-,0,-,-,,-,-,-,-,"Morrisonville, NY, US",0,"6' 4""",225,SO,28,Le Moyne College,LMC,Le Moyne,BBC
Nelson Grajales,Coppin State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coppin-st.svg,1B,-0.44,-,0,-,-,-0.44,-,-,0,-,-,,-,-,-,-,"Odenton, MD, US",0,"6' 1""",180,JR,99,Coppin State University,COPP,Coppin State,BBC
Danny Wallace,Oklahoma State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oklahoma-st.svg,CF,-0.44,-,0,-,-,-,-,-0.44,4,-,-,,-,-,-,-,,,,,,9,Oklahoma State University,OKST,Oklahoma State,BBC
Kyle Campbell,Louisville|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/louisville.svg,LF,-0.44,-,0,-,-,-,-,-0.44,9,-,-,,-,-,-,-,"Louisville, KY, US",0,"6' 4""",185,SO,35,University of Louisville,LOU,Louisville,BBC
Will Baker,Georgia Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-tech.svg,LF,-0.44,-,0,-,-,-,-,-0.44,3,-,-,,-,-,-,-,"Upper Coomera, Queensland, AU",21,"6' 0""",188,SO,7,Georgia Tech,GT,Georgia Tech,BBC
Noah Toole,Radford|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/radford.svg,SS,-0.44,-0.61,19,0.05,0.08,0.05,-,-,0,-,-,,-,-,-,-,"Vienna, VA, US",20,"6' 1""",170,SO,3,Radford University,RAD,Radford,BBC
Brody Trosclair,Northwestern State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern-st.svg,P,-0.44,-0.44,3,-,-,-,-,-,0,-,-,,-,-,-,-,"Thibodaux, LA, US",0,"5' 11""",186,FR,33,Northwestern State University,NWST,Northwestern State,BBC
Nelson Smith,NJIT|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/njit.svg,P,-0.44,-0.35,1,-,-,-,-0.09,-,0,-,-,,-,-,-,-,"Lehigh Acres, FL, US",25,"6' 7""",220,GRAD,52,New Jersey Institute of Technology,NJIT,NJIT,BBC
AJ Camp,Charlotte|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/charlotte.svg,P,-0.44,-0.25,1,-,-,-,-0.19,-,0,-,-,,-,-,-,-,"Stallings, NC, US",21,"6' 1""",205,R-SO,24,UNC Charlotte,CHAR,Charlotte,BBC
Sean Benjamin,North Florida|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-florida.svg,RF,-0.44,-,0,-,-,-,-,-0.44,10,-,-,,-,-,-,-,"Fernandina Beach, FL, US",0,"5' 11""",182,R-FR,6,University of North Florida,UNF,North Florida,BBC
Payton Brennan,UCLA|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ucla.svg,CF,-0.44,-,0,-,-,-,-,-0.44,3,-,-,,-,-,-,-,"Rocklin, CA, US",23,"6' 3""",200,R-JR,11,UCLA,UCLA,UCLA,BBC
Alex Monile,Florida A&M|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida-am.svg,RF,-0.44,-,0,-,-,-,-,-0.44,6,-,-,,-,-,-,-,"Tampa, FL, US",0,"5' 9""",175,JR,12,Florida A&M University,FAMU,Florida A&M,BBC
Luca Hoerger,Bellarmine|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bellarmine.svg,CF,-0.44,-,0,-,-,-,-,-0.44,45,-,-,,-,-,-,-,,,,,,19,Bellarmine University,BU,Bellarmine,BBC
Colin Eaton,East Tennessee State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-tenn-st.svg,P,-0.44,-,0,-,-,-,-0.44,-,0,-,-,,-,-,-,-,"Cartersville, GA, US",0,"5' 11""",175,SR,3,East Tennessee State University,ETSU,East Tennessee State,BBC
Kyree Alexander,Eastern Illinois|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-ill.svg,CF,-0.44,-,0,-,-,-,-,-0.44,12,-,-,,-,-,-,-,"Chicago, IL, US",0,"5' 8""",170,SR,5,Eastern Illinois University,EIU,Eastern Illinois,BBC
Dominic Archila,Wichita State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wichita-st.svg,C,-0.44,-,0,-,-,-,-,-,0,-,0.07,87,-0.47,-0.04,-,-0.04,"Houma, LA, US",0,"5' 10""",163,,36,Wichita State University,WICH,Wichita State,BBC
Isaac Lucas,Memphis|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/memphis.svg,P,-0.44,0.40,3,-,-,-0.85,0.01,-,0,-,-,,-,-,-,-,"Oakland, CA, US",22,"6' 0""",200,R-JR,23,University of Memphis,MEM,Memphis,BBC
Andrew Stucky,UTSA|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utsa.svg,C,-0.45,0.15,3,-,-0.01,-,0.06,-,0,-,-5.16,895,4.73,-0.22,-,-0.22,"Tucson, AZ, US",23,"6' 0""",205,GRAD,27,UTSA,UTSA,UTSA,BBC
Sax Matson,USC|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-california.svg,P,-0.45,0.37,5,-0.03,-,-,-0.79,-,0,-,-,,-,-,-,-,"Olympia, WA, US",21,"6' 2""",213,JR,25,University of Southern California,USC,USC,BBC
Walker Buchanan,Bradley|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bradley.svg,LF,-0.45,-,0,-,-,-,-,-1.92,17,1.47,-,,-,-,-,-,"Jupiter, FL, US",21,"6' 3""",220,JR,32,Bradley University,BRAD,Bradley,BBC
Braxton Templin,Georgetown|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgetown.svg,C,-0.45,-,0,-,-,-,-,-,0,-,-0.04,5,-0.41,-,-,-,"Nashville, TN, US",0,"5' 9""",0,JR,6,Georgetown University,GTWN,Georgetown,BBC
Tate Sirmans,Ole Miss|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ole-miss.svg,LF,-0.45,-,0,-,-,-,-,-0.45,24,-,-,,-,-,-,-,"Valdosta, GA, US",0,"6' 2""",190,R-FR,8,University of Mississippi,MISS,Ole Miss,BBC
Viggo Lopez,McNeese|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mcneese.svg,LF,-0.45,-,0,-,-,-,-,-0.45,7,-,-,,-,-,-,-,"San Juan, TX, US",0,"6' 2""",210,JR,22,McNeese State University,MCNS,McNeese State,BBC
Nic Bronzini,Little Rock|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ualr.svg,P,-0.45,0.08,1,-,-,-,-0.53,-,0,-,-,,-,-,-,-,"San Ramon, CA, US",22,"6' 4""",250,R-JR,45,Little Rock,UALR,Little Rock,BBC
Bennett Edwards,Georgia Southern|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ga-southern.svg,CF,-0.45,-,0,-,-,-,-,-0.45,17,-,-,,-,-,-,-,"Laurens, SC, US",0,"6' 1""",185,FR,12,Georgia Southern University,GASO,Georgia Southern,BBC
Joe Perri,Albany|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/albany-ny.svg,C,-0.45,-,0,-,-,-,-,-,0,-,-0.59,109,0.54,-0.40,-,-0.40,"Port Jefferson, NY, US",0,"5' 9""",185,FR,11,University at Albany,ALBY,Albany,BBC
Harrison Thayer,UTRGV|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utrgv.svg,P,-0.45,0.21,5,0.00,-0.01,0.01,-0.67,-,0,-,-,,-,-,-,-,"Leander, TX, US",20,"6' 3""",170,SO,14,University of Texas Rio Grande Valley,UTRGV,UT Rio Grande Valley,BBC
Carter Champey,UMES|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umes.svg,P,-0.45,-,0,-,-,-0.43,-0.02,-,0,-,-,,-,-,-,-,"New Bern, NC, US",0,"6' 1""",205,SO,25,University of Maryland Eastern Shore,UMES,Maryland Eastern Shore,BBC
Mikey Cruz Jr.,Nevada|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nevada.svg,3B,-0.45,-0.45,2,-,-,-,-,-,0,-,-,,-,-,-,-,,,,,,,,,,
Lucas Watson,Milwaukee|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/milwaukee.svg,P,-0.45,-0.23,1,-,-,-,-0.22,-,0,-,-,,-,-,-,-,"Sacramento, CA, US",0,"6' 2""",180,GRAD,55,University of Wisconsin-Milwaukee,MILW,Milwaukee,BBC
Enrique Alvarez Jr.,Florida International|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fiu.svg,1B,-0.45,0.64,4,0.00,-0.15,0.01,-0.95,-,0,-,-,,-,-,-,-,"Miami, FL, US",22,"6' 3""",208,R-SR,36,Florida International University,FIU,Florida International,BBC
Brody Langlotz,Belmont|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/belmont.svg,RF,-0.45,-,0,-,-,-,-,-1.69,98,1.24,-,,-,-,-,-,"Panama City, FL, US",0,"6' 2""",195,R-SO,9,Belmont University,BEL,Belmont,BBC
Jeremy Vest,Delaware State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/delaware-st.svg,P,-0.45,1.39,12,-0.01,-,-,-1.82,-,0,-,-,,-,-,-,-,"Georgetown, DE, US",0,"6' 2""",155,SO,11,Delaware State University,DSU,Delaware State,BBC
Macade Maxwell,Holy Cross|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-cross.svg,RF,-0.45,-,0,-,-,-,-,-0.45,8,-,-,,-,-,-,-,"Long Beach, CA, US",0,"6' 2""",195,FR,39,College of the Holy Cross,HC,Holy Cross,BBC
Fredy Diaz,Davidson|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/davidson.svg,SS,-0.45,-1.04,98,0.81,0.05,-0.28,-,-,0,-,-,,-,-,-,-,"Middletown, MD, US",20,"5' 11""",185,SO,2,Davidson College,DAV,Davidson,BBC
Mason Pirello,Washington State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/washington-st.svg,LF,-0.45,-,0,-,-,-,-,-0.45,9,-,-,,-,-,-,-,"Sammamish, WA, US",0,"5' 9""",187,FR,12,Washington State University,WSU,Washington State,BBC
Zach Nagy,San Francisco|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-francisco.svg,2B,-0.45,-0.48,18,-0.07,0.10,0.01,-,-,0,-,-,,-,-,-,-,"Simi Valley, CA, US",0,"6' 2""",0,FR,3,University of San Francisco,SF,San Francisco,BBC
Houston Hirschkorn,UC Davis|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-davis.svg,2B,-0.45,-0.56,6,0.12,-0.02,0.01,-,-,0,-,-,,-,-,-,-,"Kingsburg, CA, US",0,"6' 3""",220,SO,6,UC Davis,UCD,UC Davis,BBC
Kirby Orth,Sam Houston State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/sam-houston-st.svg,CF,-0.46,-,0,-,-,-,-,-0.46,1,-,-,,-,-,-,-,"Sugar Land, TX, US",0,"6' 2""",200,FR,15,Sam Houston State University,SHSU,Sam Houston State,BBC
Carter Danz,Northwestern|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern.svg,LF,-0.46,-,0,-,-,-,-,-0.46,10,-,-,,-,-,-,-,"Newport Beach, CA, US",20,"6' 3""",190,SO,22,Northwestern University,NW,Northwestern,BBC
Robert Sanford,Bradley|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bradley.svg,P,-0.46,0.20,2,-,-,-,-0.65,-,0,-,-,,-,-,-,-,"Carrollton, TX, US",0,"6' 0""",185,JR,18,Bradley University,BRAD,Bradley,BBC
Mark Brissey,Arkansas|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/arkansas.svg,P,-0.46,-0.31,2,-0.01,-,-,-0.13,-,0,-,-,,-,-,-,-,"Batesville, AR, US",0,"6' 3""",215,FR,14,University of Arkansas,ARK,Arkansas,BBC
Joshua Lopez,UMass Lowell|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umass-lowell.svg,CF,-0.46,-,0,-,-,-,-,-0.46,8,-,-,,-,-,-,-,"Nanuet, NY, US",21,"5' 10""",180,SR,1,UMass Lowell,MASSL,UMass Lowell,BBC
Will Cowan,St. John's|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/st-johns-ny.svg,SS,-0.46,-0.46,3,-,-,-,-,-,0,-,-,,-,-,-,-,"Albertson, NY, US",20,"6' 0""",180,SO,2,St. John's University (NY),SJU,St. John's,BBC
MD Conner,South Alabama|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-ala.svg,1B,-0.46,-0.45,2,-0.01,0.00,-,-,-,0,-,-,,-,-,-,-,"Austin, TX, US",0,"6' 1""",220,JR,24,University of South Alabama,USA,South Alabama,BBC
Ryan Kittredge,Utah|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utah.svg,P,-0.46,-0.59,3,0.00,-,-,0.12,-,0,-,-,,-,-,-,-,"Poway, CA, US",23,"6' 2""",205,SR,11,University of Utah,UTAH,Utah,BBC
Ethan Lewis,Yale|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/yale.svg,P,-0.46,-0.42,3,-0.04,-,-,-,-,0,-,-,,-,-,-,-,"Golden, CO, US",22,"6' 1""",190,SR,19,Yale University,YALE,Yale,BBC
Danny Cook,Pepperdine|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pepperdine.svg,RF,-0.46,-,0,-,-,-,-,-0.46,3,-,-,,-,-,-,-,"Monument, CO, US",20,"6' 1""",185,SO,31,Pepperdine University,PEPP,Pepperdine,BBC
Nick Mascaro,CSU Bakersfield|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bakersfield.svg,LF,-0.46,-,0,-,-,-,-,-0.46,7,-,-,,-,-,-,-,"Orange, CA, US",0,"6' 3""",211,GRAD,22,CSU Bakersfield,CSB,CSU Bakersfield,BBC
Griffin Enis,Virginia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia.svg,RF,-0.46,-,0,-,-,-,-,-1.23,29,0.77,-,,-,-,-,-,"Corinth, MS, US",0,"6' 1""",200,FR,4,University of Virginia,UVA,Virginia,BBC
Pedro Agosto,Coppin State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coppin-st.svg,LF,-0.46,-,0,-,-,-,-,-0.46,31,-,-,,-,-,-,-,"Carolina, PR",0,"5' 11""",180,JR,19,Coppin State University,COPP,Coppin State,BBC
Cam Anstey,Air Force|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/air-force.svg,CF,-0.46,-,0,-,-,-,-,-0.46,5,-,-,,-,-,-,-,"Winter Garden, FL, US",22,"6' 1""",185,JR,20,Air Force Academy,AFA,Air Force,BBC
Ezra McNaughton,BYU|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/byu.svg,1B,-0.46,-0.33,21,-0.03,0.41,0.07,-0.58,-,0,-,-,,-,-,-,-,"Mesa, AZ, US",22,"5' 11""",190,SO,35,Brigham Young University,BYU,BYU,BBC
Jackson Peters,George Mason|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/george-mason.svg,P,-0.46,-0.58,3,0.12,-,-,-,-,0,-,-,,-,-,-,-,"Plano, TX, US",0,"6' 5""",230,GRAD,30,George Mason University,GMU,George Mason,BBC
Avery Smith,Penn State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/penn-st.svg,C,-0.46,-,0,0.00,-0.01,-,-0.15,-,0,-,-2.55,756,1.53,-0.17,0.88,0.71,"East Greenville, PA, US",0,"6' 2""",215,FR,18,Penn State University,PSU,Penn State,BBC
John Abraham,Florida State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida-st.svg,P,-0.46,0.25,4,-,-,-,-0.72,-,0,-,-,,-,-,-,-,"Tampa, FL, US",21,"6' 3""",193,JR,19,Florida State University,FSU,Florida State,BBC
Miles Scott,UC Riverside|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-riverside.svg,RF,-0.46,-,0,-,-,-,-,-0.46,53,-,-,,-,-,-,-,"Anaheim Hills, CA, US",0,"5' 10""",0,FR,14,UC Riverside,UCRV,UC Riverside,BBC
Drew Munn,Charlotte|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/charlotte.svg,P,-0.46,0.14,2,-0.01,-,-,-0.58,-,0,-,-,,-,-,-,-,"Huntington, NY, US",22,"6' 2""",225,SR,32,UNC Charlotte,CHAR,Charlotte,BBC
Jonathan Kim,Michigan|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/michigan.svg,RF,-0.46,-,0,-,-,-,-,-0.46,1,-,-,,-,-,-,-,"Brookfield, WI, US",22,"5' 11""",190,SR,21,University of Michigan,MICH,Michigan,BBC
Wade Walton,High Point|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/high-point.svg,P,-0.46,0.32,5,-,0.00,0.01,-0.80,-,0,-,-,,-,-,-,-,"Lithia, FL, US",0,"6' 5""",220,SO,35,High Point University,HP,High Point,BBC
Will Vasseur,UC Santa Barbara|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-santa-barbara.svg,1B,-0.46,-0.46,4,-0.01,-,-,0.00,-,0,-,-,,-,-,-,-,"Fort Collins, CO, US",22,"6' 4""",215,SR,26,UC Santa Barbara,UCSB,UC Santa Barbara,BBC
Dylan Koontz,Charlotte|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/charlotte.svg,1B,-0.46,-0.13,13,0.10,0.14,0.03,-0.60,-,0,-,-,,-,-,-,-,"Huntersville, NC, US",23,"6' 0""",215,GRAD,20,UNC Charlotte,CHAR,Charlotte,BBC
Hadley Maxwell,Bucknell|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bucknell.svg,P,-0.46,-0.55,3,0.00,-,-,0.09,-,0,-,-,,-,-,-,-,"Nashville, TN, US",23,"6' 3""",200,SR,44,Bucknell University,BUCK,Bucknell,BBC
Tony Konopiots,Oakland|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oakland.svg,CF,-0.47,-,0,-,-,-,-,-1.49,26,1.02,-,,-,-,-,-,"Downers Grove, IL, US",0,"6' 1""",0,R-SO,23,Oakland University,OAK,Oakland,BBC
Dylan Melton,UMBC|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umbc.svg,LF,-0.47,-,0,-,-,-,-,-0.47,4,-,-,,-,-,-,-,"Ellicott City, MD, US",0,"5' 10""",0,R-FR,11,UMBC,UMBC,UMBC,BBC
Christian Mitchelle,Cincinnati|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cincinnati.svg,RF,-0.47,-,0,-,-,-,-,-1.19,5,0.72,-,,-,-,-,-,"Romeoville, IL, US",22,"5' 11""",200,SR,3,University of Cincinnati,CIN,Cincinnati,BBC
