Rank,teamId,teamName,team,teamFullName,location,teamAbbrevName,teamLevel,synergyTeamId,newestTeamId,newestTeamLevel,newestTeamName,newestTeamAbbrevName,newestTeamLocation,Conf
1,662189250,Eagles,Siskiyous (JC),Siskiyous (JC),Siskiyous (JC),SJC,BBC,,662189250,BBC,Eagles,SJC,Siskiyous (JC),CCCAA Golden Valley
1,785992720,Pirates,Porterville (JC),Porterville (JC),Porterville (JC),PJC,BBC,,785992720,BBC,Pirates,PJC,Porterville (JC),CCCAA Central Valley
1,951520687,Tigers,Reedley (JC),Reedley (JC),Reedley (JC),RJC,BBC,,951520687,BBC,Tigers,RJC,Reedley (JC),CCCAA Central Valley
1,782808810,Dons,Santa Ana (JC),Santa Ana (JC),Santa Ana (JC),SAJC,BBC,,782808810,BBC,Dons,SAJC,Santa Ana (JC),CCCAA Orange Empire
1,944311802,Tigers,Riverside (JC),Riverside (JC),Riverside (JC),RJC,BBC,,944311802,BBC,Tigers,RJC,Riverside (JC),CCCAA Orange Empire
1,783448401,Jaguars,Southwestern (JC),Southwestern (JC),Southwestern (JC),SJC,BBC,,783448401,BBC,Jaguars,SJC,Southwestern (JC),CCCAA Pacific Coast
1,805281114,Olympians,San Diego Mesa (JC),San Diego Mesa (JC),San Diego Mesa (JC),SDMJ,BBC,,805281114,BBC,Olympians,SDMJ,San Diego Mesa (JC),CCCAA Pacific Coast
1,995225468,Mustangs,San Joaquin Delta (JC),San Joaquin Delta (JC),San Joaquin Delta (JC),SJDJ,BBC,,995225468,BBC,Mustangs,SJDJ,San Joaquin Delta (JC),CCCAA Big 8
1,995823965,Wolverines,Sierra (JC),Sierra (JC),Sierra (JC),SJC,BBC,,995823965,BBC,Wolverines,SJC,Sierra (JC),CCCAA Big 8
1,771240867,Giants,Sequoias (JC),Sequoias (JC),Sequoias (JC),SJC,BBC,,771240867,BBC,Giants,SJC,Sequoias (JC),CCCAA Central Valley
1,715558423,Lakers,Southwestern Oregon CC,Southwestern Oregon CC,Southwestern Oregon CC,SOCC,BBC,,715558423,BBC,Lakers,SOCC,Southwestern Oregon CC,JC Northwest Athletic Conference
1,897731851,Chukars,Treasure Valley CC,Treasure Valley CC,Treasure Valley CC,TVCC,BBC,,897731851,BBC,Chukars,TVCC,Treasure Valley CC,JC Northwest Athletic Conference
1,983824317,Sasquatch,Spokane Falls CC,Spokane Falls CC,Spokane Falls CC,SFCC,BBC,,983824317,BBC,Sasquatch,SFCC,Spokane Falls CC,JC Northwest Athletic Conference
1,826292305,Dragons,Lane CC,Lane CC,Lane CC,LCC,BBC,,826292305,BBC,Dragons,LCC,Lane CC,JC Northwest Athletic Conference
1,572572472,Pirates,Ventura (JC),Ventura (JC),Ventura (JC),VJC,BBC,,572572472,BBC,Pirates,VJC,Ventura (JC),CCCAA Western State
1,670092373,Warriors,Walla Walla CC,Walla Walla CC,Walla Walla CC,WWCC,BBC,,670092373,BBC,Warriors,WWCC,Walla Walla CC,JC Northwest Athletic Conference
1,784864905,Hawks,Columbia Basin (JC),Columbia Basin (JC),Columbia Basin (JC),CBJC,BBC,,784864905,BBC,Hawks,CBJC,Columbia Basin (JC),JC Northwest Athletic Conference
1,974685325,Falcons,Coalinga College,Coalinga College,Coalinga College,COAL,BBC,,974685325,BBC,Falcons,COAL,Coalinga College,CCCAA Central Valley
1,666716712,Vikings,West Valley (JC),West Valley (JC),West Valley (JC),WVJC,BBC,,666716712,BBC,Vikings,WVJC,West Valley (JC),CCCAA Coast Golden Gate
1,757840919,Vikings,Big Bend CC,Big Bend CC,Big Bend CC,BBCC,BBC,,757840919,BBC,Vikings,BBCC,Big Bend CC,JC Northwest Athletic Conference
1,853407398,Yaks,Yakima Valley CC,Yakima Valley CC,Yakima Valley CC,YVCC,BBC,,853407398,BBC,Yaks,YVCC,Yakima Valley CC,JC Northwest Athletic Conference
1,520320752,Rams,Victor Valley (JC),Victor Valley (JC),Victor Valley (JC),VVJC,BBC,,520320752,BBC,Rams,VVJC,Victor Valley (JC),CCCAA Western State
1,743493077,Bulldogs,Bellevue College,Bellevue College,Bellevue College,BELL,BBC,,743493077,BBC,Bulldogs,BELL,Bellevue College,JC Northwest Athletic Conference
1,792182577,Dolphins,Shoreline,Shoreline,Shoreline,SHOR,BBC,,792182577,BBC,Dolphins,SHOR,Shoreline,JC Northwest Athletic Conference
1,741689330,Chokers,Grays Harbor College,Grays Harbor College,Grays Harbor College,GHC,BBC,,741689330,BBC,Chokers,GHC,Grays Harbor College,JC Northwest Athletic Conference
1,801216793,Trailblazers,Centralia (JC),Centralia (JC),Centralia (JC),CJC,BBC,,801216793,BBC,Trailblazers,CJC,Centralia (JC),JC Northwest Athletic Conference
1,786557349,Storm,Chemeketa CC,Chemeketa CC,Chemeketa CC,CCC,BBC,,786557349,BBC,Storm,CCC,Chemeketa CC,JC Northwest Athletic Conference
1,793422755,Penguins,Clark College,Clark College,Clark College,CLAR,BBC,,793422755,BBC,Penguins,CLAR,Clark College,JC Northwest Athletic Conference
1,589494650,Trojans,Everett CC,Everett CC,Everett CC,ECC,BBC,,589494650,BBC,Trojans,ECC,Everett CC,JC Northwest Athletic Conference
1,640814301,Royals,Douglas College,Douglas College,Douglas College,DOUG,BBC,,640814301,BBC,Royals,DOUG,Douglas College,JC Northwest Athletic Conference
1,672442491,Cardinals,Skagit Valley (JC),Skagit Valley (JC),Skagit Valley (JC),SVJC,BBC,,672442491,BBC,Cardinals,SVJC,Skagit Valley (JC),JC Northwest Athletic Conference
1,842537552,Tritons,Edmonds CC,Edmonds CC,Edmonds CC,ECC,BBC,,842537552,BBC,Tritons,ECC,Edmonds CC,JC Northwest Athletic Conference
1,708841598,Cougars,Lassen CC,Lassen CC,Lassen CC,LCC,BBC,,708841598,BBC,Cougars,LCC,Lassen CC,CCCAA Golden Valley
1,804155720,Rams,Fresno (JC),Fresno (JC),Fresno (JC),FJC,BBC,,804155720,BBC,Rams,FJC,Fresno (JC),CCCAA Central Valley
1,550743209,Rangers,Olympic College,Olympic College,Olympic College,OLYM,BBC,,550743209,BBC,Rangers,OLYM,Olympic College,JC Northwest Athletic Conference
1,750655685,Titans,Tacoma (JC),Tacoma (JC),Tacoma (JC),TJC,BBC,,750655685,BBC,Titans,TJC,Tacoma (JC),JC Northwest Athletic Conference
1,692225813,Raiders,Pierce College,Pierce College,Pierce College,PIER,BBC,,692225813,BBC,Raiders,PIER,Pierce College,JC Northwest Athletic Conference
1,592786589,Panthers,Sacramento (JC),Sacramento (JC),Sacramento (JC),SJC,BBC,,592786589,BBC,Panthers,SJC,Sacramento (JC),CCCAA Big 8
1,937516763,Golden Eagles,Southern Idaho (JC),Southern Idaho (JC),Southern Idaho (JC),SIJC,BBC,,937516763,BBC,Golden Eagles,SIJC,Southern Idaho (JC),NJCAA D1 Region 18
1,643205000,Beavers,Pratt CC,Pratt CC,Pratt CC,PCC,BBC,,643205000,BBC,Beavers,PCC,Pratt CC,NJCAA D1 Region 6
1,675142210,Red Devils,Allen County CC,Allen County CC,Allen County CC,ACCC,BBC,,675142210,BBC,Red Devils,ACCC,Allen County CC,NJCAA D1 Region 6
1,786114550,Cavaliers,Johnson County CC,Johnson County CC,Johnson County CC,JCCC,BBC,,786114550,BBC,Cavaliers,JCCC,Johnson County CC,NJCAA D1 Region 6
1,657920186,Red Ravens,Coffeyville CC,Coffeyville CC,Coffeyville CC,CCC,BBC,,657920186,BBC,Red Ravens,CCC,Coffeyville CC,NJCAA D1 Region 6
1,974656026,Greyhounds,Fort Scott CC,Fort Scott CC,Fort Scott CC,FSCC,BBC,,974656026,BBC,Greyhounds,FSCC,Fort Scott CC,NJCAA D1 Region 6
1,899232889,Tigers,Cowley County CC,Cowley County CC,Cowley County CC,CCCC,BBC,,899232889,BBC,Tigers,CCCC,Cowley County CC,NJCAA D1 Region 6
1,730955027,Blue Devils,Kansas City Kansas CC,Kansas City Kansas CC,Kansas City Kansas CC,KCKC,BBC,,730955027,BBC,Blue Devils,KCKC,Kansas City Kansas CC,NJCAA D1 Region 6
1,771762925,Cardinals,Labette CC,Labette CC,Labette CC,LCC,BBC,,771762925,BBC,Cardinals,LCC,Labette CC,NJCAA D1 Region 6
1,876716605,Panthers,Neosho County CC,Neosho County CC,Neosho County CC,NCCC,BBC,,876716605,BBC,Panthers,NCCC,Neosho County CC,NJCAA D1 Region 6
1,604779130,Fighting Owls,Harford CC,Harford CC,Harford CC,HCC,BBC,,604779130,BBC,Fighting Owls,HCC,Harford CC,NJCAA D1 Region 20
1,614150055,Catamounts,Potomac State College of WVU,Potomac State College of WVU,Potomac State College of WVU,PSCW,BBC,,614150055,BBC,Catamounts,PSCW,Potomac State College of WVU,NJCAA D1 Region 20
1,895124034,Mustangs,Monroe,Monroe,Monroe,MONR,BBC,,895124034,BBC,Mustangs,MONR,Monroe,NJCAA D1 Region 15
1,666802356,Chaparrals,Midland College,Midland College,Midland College,MIDL,BBC,,666802356,BBC,Chaparrals,MIDL,Midland College,NJCAA D1 Region 5
1,918485456,Dolphins,Alvin CC,Alvin CC,Alvin CC,ACC,BBC,,918485456,BBC,Dolphins,ACC,Alvin CC,NJCAA D1 Region 14
1,749507945,Bulldogs,Navarro College,Navarro College,Navarro College,NAVA,BBC,,749507945,BBC,Bulldogs,NAVA,Navarro College,NJCAA D1 Region 14
1,933937116,Roadrunners,Angelina College,Angelina College,Angelina College,ANGE,BBC,,933937116,BBC,Roadrunners,ANGE,Angelina College,NJCAA D1 Region 14
1,944723485,Leopards,Temple College,Temple College,Temple College,TEMP,BBC,,944723485,BBC,Leopards,TEMP,Temple College,NJCAA D1 Region 5
1,772133462,Pioneers,Wharton County JC,Wharton County JC,Wharton County JC,WCJC,BBC,,772133462,BBC,Pioneers,WCJC,Wharton County JC,NJCAA D1 Region 14
1,609140282,Eagles,San Jacinto College North,San Jacinto College North,San Jacinto College North,SJCN,BBC,,609140282,BBC,Eagles,SJCN,San Jacinto College North,NJCAA D1 Region 14
1,840720637,Bulldogs,South Suburban College,South Suburban College,South Suburban College,SSC,BBC,,840720637,BBC,Bulldogs,SSC,South Suburban College,NJCAA D1 Region 4
1,665087985,Buccaneers,Blinn College,Blinn College,Blinn College,BLIN,BBC,,665087985,BBC,Buccaneers,BLIN,Blinn College,NJCAA D1 Region 14
1,566838711,Whitecaps,Galveston College,Galveston College,Galveston College,GALV,BBC,,566838711,BBC,Whitecaps,GALV,Galveston College,NJCAA D1 Region 14
1,759622301,Ponies,Panola College,Panola College,Panola College,PANO,BBC,,759622301,BBC,Ponies,PANO,Panola College,NJCAA D1 Region 14
1,613250264,Badgers,Amarillo College,Amarillo College,Amarillo College,AMAR,BBC,,613250264,BBC,Badgers,AMAR,Amarillo College,NJCAA D1 Region 5
1,543116703,Bruins,Salt Lake CC,Salt Lake CC,Salt Lake CC,SLCC,BBC,,543116703,BBC,Bruins,SLCC,Salt Lake CC,NJCAA D1 Region 18
1,946614899,Plainsmen,Frank Phillips College,Frank Phillips College,Frank Phillips College,FPC,BBC,,946614899,BBC,Plainsmen,FPC,Frank Phillips College,NJCAA D1 Region 5
1,869413424,Tejanos,El Paso CC,El Paso CC,El Paso CC,EPCC,BBC,,869413424,BBC,Tejanos,EPCC,El Paso CC,NJCAA D1 Region 5
1,962592481,Panthers,Olive Harvey College,Olive Harvey College,Olive Harvey College,OHC,BBC,,962592481,BBC,Panthers,OHC,Olive Harvey College,NJCAA D1 Region 4
1,795112048,Fighting Tigers,Andrew College,Andrew College,Andrew College,ANDR,BBC,,795112048,BBC,Fighting Tigers,ANDR,Andrew College,NJCAA D1 Region 17
1,849875911,Pirates,Chattahoochee Valley CC,Chattahoochee Valley CC,Chattahoochee Valley CC,CVCC,BBC,,849875911,BBC,Pirates,CVCC,Chattahoochee Valley CC,NJCAA D1 Region 22
1,939426638,Highlanders,Gordon State College,Gordon State College,Gordon State College,GSC,BBC,,939426638,BBC,Highlanders,GSC,Gordon State College,NJCAA D1 Region 17
1,819767192,Hawks,South Georgia College,South Georgia College,South Georgia College,SGC,BBC,,819767192,BBC,Hawks,SGC,South Georgia College,NJCAA D1 Region 17
1,887031794,Chargers,Georgia Highlands College,Georgia Highlands College,Georgia Highlands College,GHC,BBC,,887031794,BBC,Chargers,GHC,Georgia Highlands College,NJCAA D1 Region 17
1,619143632,Bobcats,East Georgia College,East Georgia College,East Georgia College,EGC,BBC,,619143632,BBC,Bobcats,EGC,East Georgia College,NJCAA D1 Region 17
1,540604740,Eagles,Northeast Texas CC,Northeast Texas CC,Northeast Texas CC,NTCC,BBC,,540604740,BBC,Eagles,NTCC,Northeast Texas CC,NJCAA D1 Region 14
1,782742825,Apaches,Tyler JC,Tyler JC,Tyler JC,TJC,BBC,,782742825,BBC,Apaches,TJC,Tyler JC,NJCAA D1 Region 14
1,854453282,Cavaliers,Bossier Parish CC,Bossier Parish CC,Bossier Parish CC,BPCC,BBC,,854453282,BBC,Cavaliers,BPCC,Bossier Parish CC,NJCAA D1 Region 14
1,610000176,Matadors,Arizona Western College,Arizona Western College,Arizona Western College,AWC,BBC,,610000176,BBC,Matadors,AWC,Arizona Western College,NJCAA D1 Region 1
1,789846110,Roughriders,Yavapai College,Yavapai College,Yavapai College,YAVA,BBC,,789846110,BBC,Roughriders,YAVA,Yavapai College,NJCAA D1 Region 1
1,541537800,Coyotes,College of Southern Nevada,College of Southern Nevada,College of Southern Nevada,CSN,BBC,,541537800,BBC,Coyotes,CSN,College of Southern Nevada,NJCAA D1 Region 1
1,638820183,Gila Monsters,Eastern Arizona College,Eastern Arizona College,Eastern Arizona College,EAC,BBC,,638820183,BBC,Gila Monsters,EAC,Eastern Arizona College,NJCAA D1 Region 1
1,959724710,Apaches,Cochise College,Cochise College,Cochise College,COCH,BBC,,959724710,BBC,Apaches,COCH,Cochise College,NJCAA D1 Region 1
1,825110401,Vaqueros,Central Arizona College,Central Arizona College,Central Arizona College,CAC,BBC,,825110401,BBC,Vaqueros,CAC,Central Arizona College,NJCAA D1 Region 1
1,818243820,Vikings,Jefferson College,Jefferson College,Jefferson College,JEFF,BBC,,818243820,BBC,Vikings,JEFF,Jefferson College,NJCAA D1 Region 16
1,911936799,Blue Storm,Southwestern Illinois College,Southwestern Illinois College,Southwestern Illinois College,SIC,BBC,,911936799,BBC,Blue Storm,SIC,Southwestern Illinois College,NJCAA D1 Region 24
1,564436818,Golden Norsemen,Northeastern Oklahoma A&M College,Northeastern Oklahoma A&M College,Northeastern Oklahoma A&M College,NOAM,BBC,,564436818,BBC,Golden Norsemen,NOAM,Northeastern Oklahoma A&M College,NJCAA D1 Region 2
1,602659036,Warriors,Indian Hills CC Centerville,Indian Hills CC Centerville,Indian Hills CC Centerville,IHCC,BBC,,602659036,BBC,Warriors,IHCC,Indian Hills CC Centerville,NJCAA D1 Region 11
1,817735160,Grizzlies,Missouri State West Plains,Missouri State West Plains,Missouri State West Plains,MSWP,BBC,,817735160,BBC,Grizzlies,MSWP,Missouri State West Plains,NJCAA D1 Region 16
1,763249302,Cowboys,Connors State College,Connors State College,Connors State College,CSC,BBC,,763249302,BBC,Cowboys,CSC,Connors State College,NJCAA D1 Region 2
1,603239190,Cougars,Barton CC,Barton CC,Barton CC,BCC,BBC,,603239190,BBC,Cougars,BCC,Barton CC,NJCAA D1 Region 6
1,896669930,Saints,Seward County CC,Seward County CC,Seward County CC,SCCC,BBC,,896669930,BBC,Saints,SCCC,Seward County CC,NJCAA D1 Region 6
1,812955429,Blue Dragons,Hutchinson CC,Hutchinson CC,Hutchinson CC,HCC,BBC,,812955429,BBC,Blue Dragons,HCC,Hutchinson CC,NJCAA D1 Region 6
1,860220407,Thunderbirds,Cloud County CC,Cloud County CC,Cloud County CC,CCCC,BBC,,860220407,BBC,Thunderbirds,CCCC,Cloud County CC,NJCAA D1 Region 6
1,737691667,Raiders,Rose State College,Rose State College,Rose State College,RSC,BBC,,737691667,BBC,Raiders,RSC,Rose State College,NJCAA D1 Region 2
1,925759695,Grizzlies,Butler CC,Butler CC,Butler CC,BCC,BBC,,925759695,BBC,Grizzlies,BCC,Butler CC,NJCAA D1 Region 6
1,795896140,Trojans,Colby CC,Colby CC,Colby CC,CCC,BBC,,795896140,BBC,Trojans,CCC,Colby CC,NJCAA D1 Region 6
1,908290777,Broncbusters,Garden City CC,Garden City CC,Garden City CC,GCCC,BBC,,908290777,BBC,Broncbusters,GCCC,Garden City CC,NJCAA D1 Region 6
1,601251307,Conquistadors,Dodge City CC,Dodge City CC,Dodge City CC,DCCC,BBC,,601251307,BBC,Conquistadors,DCCC,Dodge City CC,NJCAA D1 Region 6
1,961396562,Bears,Baton Rouge CC,Baton Rouge CC,Baton Rouge CC,BRCC,BBC,,961396562,BBC,Bears,BRCC,Baton Rouge CC,NJCAA D1 Region 23
1,979223639,Archers,St. Louis CC,St. Louis CC,St. Louis CC,SLCC,BBC,,979223639,BBC,Archers,SLCC,St. Louis CC,NJCAA D1 Region 16
1,944868693,Pelicans,Elaine P. Nunez,Elaine P. Nunez,Elaine P. Nunez,EPN,BBC,,944868693,BBC,Pelicans,EPN,Elaine P. Nunez,NJCAA D1 Region 23
1,991044981,Warhawks,Calhoun CC,Calhoun CC,Calhoun CC,CCC,BBC,,991044981,BBC,Warhawks,CCC,Calhoun CC,NJCAA D1 Region 22
1,955704654,Generals,Jackson State CC,Jackson State CC,Jackson State CC,JSCC,BBC,,955704654,BBC,Generals,JSCC,Jackson State CC,NJCAA D1 Region 7
1,751924430,Bucs,Shelton State CC,Shelton State CC,Shelton State CC,SSCC,BBC,,751924430,BBC,Bucs,SSCC,Shelton State CC,NJCAA D1 Region 22
1,716659788,Sun Chiefs,Coastal Alabama South [Bay Minette],Coastal Alabama South [Bay Minette],Coastal Alabama South [Bay Minette],CASB,BBC,,716659788,BBC,Sun Chiefs,CASB,Coastal Alabama South [Bay Minette],NJCAA D1 Region 22
1,536492579,Cougars,Lawson State CC,Lawson State CC,Lawson State CC,LSCC,BBC,,536492579,BBC,Cougars,LSCC,Lawson State CC,NJCAA D1 Region 22
1,607452407,Cougars,Coastal Bend College,Coastal Bend College,Coastal Bend College,CBC,BBC,,607452407,BBC,Cougars,CBC,Coastal Bend College,NJCAA D1 Region 14
1,675574423,Highlanders,McLennan CC,McLennan CC,McLennan CC,MLCC,BBC,,675574423,BBC,Highlanders,MLCC,McLennan CC,NJCAA D1 Region 5
1,766135541,Lakers,Lake Land College,Lake Land College,Lake Land College,LLC,BBC,,766135541,BBC,Lakers,LLC,Lake Land College,NJCAA D1 Region 24
1,833598214,Dragons,Paris Junior College,Paris Junior College,Paris Junior College,PJC,BBC,,833598214,BBC,Dragons,PJC,Paris Junior College,NJCAA D1 Region 14
1,674599447,Titans,Eastern Florida State College,Eastern Florida State College,Eastern Florida State College,EFSC,BBC,,674599447,BBC,Titans,EFSC,Eastern Florida State College,NJCAA D1 Region 8
1,659916264,Indians,Chipola College,Chipola College,Chipola College,CHIP,BBC,,659916264,BBC,Indians,CHIP,Chipola College,NJCAA D1 Region 8
1,579157367,Commodores,Gulf Coast State College,Gulf Coast State College,Gulf Coast State College,GCSC,BBC,,579157367,BBC,Commodores,GCSC,Gulf Coast State College,NJCAA D1 Region 8
1,596516681,Eagles,Polk State College,Polk State College,Polk State College,PSC,BBC,,596516681,BBC,Eagles,PSC,Polk State College,NJCAA D1 Region 8
1,575975578,Hawks,Hillsborough CC,Hillsborough CC,Hillsborough CC,HCC,BBC,,575975578,BBC,Hawks,HCC,Hillsborough CC,NJCAA D1 Region 8
1,956449931,Patriots,College of Central Florida,College of Central Florida,College of Central Florida,CCF,BBC,,956449931,BBC,Patriots,CCF,College of Central Florida,NJCAA D1 Region 8
1,995228714,Raiders,Seminole State College of Florida,Seminole State College of Florida,Seminole State College of Florida,SSCF,BBC,,995228714,BBC,Raiders,SSCF,Seminole State College of Florida,NJCAA D1 Region 8
1,880841095,Pioneers,Indian River State College,Indian River State College,Indian River State College,IRSC,BBC,,880841095,BBC,Pioneers,IRSC,Indian River State College,NJCAA D1 Region 8
1,603382973,Saints,Santa Fe College,Santa Fe College,Santa Fe College,SFC,BBC,,603382973,BBC,Saints,SFC,Santa Fe College,NJCAA D1 Region 8
1,899334692,Buccaneers,Florida Southwestern State,Florida Southwestern State,Florida Southwestern State,FSS,BBC,,899334692,BBC,Buccaneers,FSS,Florida Southwestern State,NJCAA D1 Region 8
1,584323438,Titans,St. Petersburg College,St. Petersburg College,St. Petersburg College,SPC,BBC,,584323438,BBC,Titans,SPC,St. Petersburg College,NJCAA D1 Region 8
1,563512219,Falcons,Daytona State College,Daytona State College,Daytona State College,DSC,BBC,,563512219,BBC,Falcons,DSC,Daytona State College,NJCAA D1 Region 8
1,888098830,Sharks,Miami-Dade College,Miami-Dade College,Miami-Dade College,MDC,BBC,,888098830,BBC,Sharks,MDC,Miami-Dade College,NJCAA D1 Region 8
1,554491078,Roadrunners,State Fair,State Fair,State Fair,STAT,BBC,,554491078,BBC,Roadrunners,STAT,State Fair,NJCAA D1 Region 16
