team_id,team_short,team_full_name,nickname,team_abbrev,location,association,level_group,division,conf_id,conf_name,conf_short,region,logo_url,conf_missing,abbrev_not_unique,source_file
730329600,Cal Poly-Pomona,Cal Poly-Pomona,,CP,Cal Poly-Pomona,NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730329600.png?v=2,False,False,D2andD3TeamBio.csv
523800626,Cal State East Bay,California State University  East Bay,Pioneers,CSEB,Cal State East Bay,NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/523800626.png?v=2,False,False,D2andD3TeamBio.csv
618871964,Cal State San Marcos,Cal State San Marcos,Cougars,CSSM,Cal State San Marcos,NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/618871964.png?v=2,False,False,D2andD3TeamBio.csv
797746294,Cal State Stanislaus,California State University  Stanislaus,Warriors,CSS,Cal State Stanislaus,NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/797746294.png?v=2,False,True,D2andD3TeamBio.csv
730200576,Cal State-Dominguez Hills,Cal State-Dominguez Hills,,CSH,Cal State-Dominguez Hills,NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730200576.png?v=2,False,False,D2andD3TeamBio.csv
730205952,Cal State-Los Angeles,Cal State-Los Angeles,,CSA,Cal State-Los Angeles,NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730205952.png?v=2,False,False,D2andD3TeamBio.csv
730350336,Cal State-Monterey Bay,Cal State-Monterey Bay,,CSB,Cal State-Monterey Bay,NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730350336.png?v=2,False,True,D2andD3TeamBio.csv
730239488,Cal State-San Bernardino,Cal State-San Bernardino,,CSB,Cal State-San Bernardino,NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730239488.png?v=2,False,True,D2andD3TeamBio.csv
730145536,"California State University, Chico","California State University, Chico",,CSUC,"California State University, Chico",NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730145536.png?v=2,False,False,D2andD3TeamBio.csv
730291968,Menlo,Menlo College,,MC,Menlo,NCAA,D2,NCAA D2,d2-california-collegiate-athletic-association,D2 California Collegiate Athletic Association,California Collegiate Athletic Association,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730291968.png?v=2,False,True,D2andD3TeamBio.csv
730224896,Caldwell,Caldwell University,,CU,Caldwell,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730224896.png?v=2,False,True,D2andD3TeamBio.csv
730274304,Chestnut Hill,Chestnut Hill College,,CHC,Chestnut Hill,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730274304.png?v=2,False,False,D2andD3TeamBio.csv
730387200,Dominican College (N.Y.),Dominican College (N.Y.),,DC,Dominican College (N.Y.),NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730387200.png?v=2,False,False,D2andD3TeamBio.csv
730282240,Felician,Felician College,,FC,Felician,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730282240.png?v=2,False,True,D2andD3TeamBio.csv
514984079,Georgian Court,Georgian Court,Lions,GEOR,Georgian Court,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/514984079.png?v=2,False,True,D2andD3TeamBio.csv
577494016,Goldey-Beacom,Goldey-Beacom College,,GBC,Goldey-Beacom,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/577494016.png?v=2,False,False,D2andD3TeamBio.csv
799059612,Holy Family,Holy Family,Tigers,HOLY,Holy Family,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/799059612.png?v=2,False,False,D2andD3TeamBio.csv
730223360,Post,Post University,,PU,Post,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730223360.png?v=2,False,True,D2andD3TeamBio.csv
730377984,The Lincoln University (Pa.),The Lincoln University (Pa.),,TLU,The Lincoln University (Pa.),NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730377984.png?v=2,False,True,D2andD3TeamBio.csv
626284544,Thomas Jefferson,Thomas Jefferson University,,TJU,Thomas Jefferson,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/626284544.png?v=2,False,False,D2andD3TeamBio.csv
730376960,University of Bridgeport,University of Bridgeport,,UOB,University of Bridgeport,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730376960.png?v=2,False,False,D2andD3TeamBio.csv
730193152,Wilmington,Wilmington University,,WU,Wilmington,NCAA,D2,NCAA D2,d2-central-atlantic-collegiate-conference,D2 Central Atlantic Collegiate Conference,Central Atlantic Collegiate Conference,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730193152.png?v=2,False,True,D2andD3TeamBio.csv
730188800,Barton,Barton College,,BC,Barton,NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730188800.png?v=2,False,True,D2andD3TeamBio.csv
730285824,Belmont Abbey,Belmont Abbey College,,BAC,Belmont Abbey,NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730285824.png?v=2,False,False,D2andD3TeamBio.csv
730278912,Chowan,Chowan University,,CU,Chowan,NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730278912.png?v=2,False,True,D2andD3TeamBio.csv
730345728,Emmanuel College (Ga.),Emmanuel College (Ga.),,EC,Emmanuel College (Ga.),NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730345728.png?v=2,False,True,D2andD3TeamBio.csv
730241280,Erskine,Erskine College,,EC,Erskine,NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730241280.png?v=2,False,True,D2andD3TeamBio.csv
783524464,Ferrum College,Ferrum College,Panthers,FERR,Ferrum College,NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/783524464.png?v=2,False,False,D2andD3TeamBio.csv
730185472,Francis Marion,Francis Marion University,,FMU,Francis Marion,NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730185472.png?v=2,False,False,D2andD3TeamBio.csv
730228992,King,King University,,KU,King,NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730228992.png?v=2,False,True,D2andD3TeamBio.csv
730268416,North Greenville,North Greenville University,,NGU,North Greenville,NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730268416.png?v=2,False,False,D2andD3TeamBio.csv
730160896,Shorter,Shorter University,,SU,Shorter,NCAA,D2,NCAA D2,d2-conference-carolinas,D2 Conference Carolinas,Conference Carolinas,,https://static.trumedianetworks.com/images/ncaabaseball/teams/730160896.png?v=2,False,True,D2andD3TeamBio.csv
